41.78875,-87.60133
41.79324,-87.58778
41.79510,-87.61936
41.79521,-87.58072
41.79526,-87.59647
41.79957,-87.59475
41.80256,-87.59037
41.80304,-87.60662
41.80944,-87.59188
41.80984,-87.59938
41.80985,-87.61628
41.80986,-87.60676
41.81650,-87.60658
41.82168,-87.62160
41.82256,-87.61615
41.82299,-87.60710
41.82707,-87.64580
41.83063,-87.64129
41.83066,-87.64717
41.83104,-87.62688
41.83138,-87.61803
41.83473,-87.62581
41.83490,-87.61793
41.83621,-87.61353
41.83780,-87.65114
41.83820,-87.64514
41.83856,-87.60822
41.83884,-87.62186
41.84171,-87.62694
41.84205,-87.61700
41.84358,-87.64537
41.84570,-87.62248
41.84720,-87.64680
41.84847,-87.68511
41.84920,-87.67564
41.84924,-87.63172
41.84953,-87.64059
41.85138,-87.61883
41.85324,-87.62534
41.85378,-87.64665
41.85381,-87.66590
41.85394,-87.68524
41.85402,-87.69545
41.85456,-87.63194
41.85505,-87.67573
41.85514,-87.65413
41.85659,-87.62754
41.85680,-87.63388
41.85750,-87.64628
41.85756,-87.66154
41.85761,-87.61941
41.85790,-87.66875
41.85794,-87.62363
41.85795,-87.64083
41.85809,-87.65107
41.85818,-87.65649
41.86012,-87.62773
41.86127,-87.65663
41.86238,-87.65106
41.86406,-87.62373
41.86458,-87.64693
41.86505,-87.65696
41.86521,-87.61776
41.86523,-87.66651
41.86586,-87.64661
41.86610,-87.60727
41.86712,-87.64109
41.86717,-87.62596
41.86789,-87.62304
41.86915,-87.67105
41.86942,-87.66100
41.86948,-87.65549
41.87126,-87.67369
41.87151,-87.66989
41.87174,-87.65103
41.87184,-87.64664
41.87196,-87.62611
41.87219,-87.66150
41.87237,-87.63352
41.87396,-87.62774
41.87434,-87.63957
41.87450,-87.64980
41.87464,-87.65703
41.87501,-87.67328
41.87589,-87.64080
41.87593,-87.63058
41.87607,-87.62443
41.87718,-87.62784
41.87771,-87.63532
41.87773,-87.65479
41.87775,-87.64963
41.87785,-87.62408
41.87795,-87.66201
41.87811,-87.63997
41.87817,-87.63199
41.87872,-87.63479
41.87923,-87.64002
41.87936,-87.62979
41.88042,-87.64275
41.88070,-87.63947
41.88103,-87.62408
41.88105,-87.61697
41.88113,-87.63519
41.88132,-87.62952
41.88137,-87.67493
41.88149,-87.65475
41.88158,-87.64128
41.88175,-87.64780
41.88209,-87.63983
41.88213,-87.62513
41.88266,-87.63253
41.88283,-87.66121
41.88300,-87.65115
41.88338,-87.64117
41.88389,-87.62465
41.88397,-87.65569
41.88408,-87.64868
41.88434,-87.63018
41.88458,-87.63189
41.88473,-87.62773
41.88530,-87.62077
41.88541,-87.66732
41.88548,-87.65230
41.88583,-87.64138
41.88584,-87.63550
41.88606,-87.62429
41.88677,-87.65600
41.88686,-87.62269
41.88716,-87.62775
41.88824,-87.63639
41.88872,-87.64445
41.88918,-87.62770
41.88988,-87.62199
41.89075,-87.63206
41.89102,-87.61730
41.89107,-87.61220
41.89107,-87.66661
41.89113,-87.67203
41.89122,-87.67686
41.89173,-87.64873
41.89174,-87.62694
41.89180,-87.65875
41.89186,-87.62062
41.89224,-87.63399
41.89257,-87.61449
41.89383,-87.63420
41.89384,-87.64185
41.89398,-87.62862
41.89445,-87.62266
41.89456,-87.65345
41.89467,-87.63844
41.89577,-87.67722
41.89597,-87.66775
41.89636,-87.65406
41.89637,-87.66098
41.89654,-87.63093
41.89680,-87.63564
41.89691,-87.62174
41.89745,-87.62872
41.89766,-87.62351
41.89776,-87.64288
41.89901,-87.62993
41.89964,-87.66770
41.89971,-87.67723
41.89993,-87.63443
41.90068,-87.66260
41.90096,-87.62378
41.90289,-87.68728
41.90292,-87.63772
41.90303,-87.69747
41.90323,-87.63125
41.90331,-87.67695
41.90332,-87.67273
41.90346,-87.66777
41.90451,-87.64050
41.90672,-87.63483
41.90672,-87.68278
41.90707,-87.66725
41.90758,-87.63852
41.90766,-87.67255
41.90778,-87.68585
41.90799,-87.63150
41.90854,-87.64857
41.90940,-87.67769
41.90959,-87.65350
41.91021,-87.64350
41.91033,-87.67252
41.91044,-87.69720
41.91054,-87.68956
41.91058,-87.63862
41.91058,-87.64942
41.91065,-87.68240
41.91172,-87.62680
41.91179,-87.63184
41.91220,-87.63466
41.91262,-87.68139
41.91369,-87.65286
41.91378,-87.64884
41.91468,-87.64332
41.91553,-87.68705
41.91569,-87.63460
41.91603,-87.67741
41.91774,-87.69139
41.91781,-87.68244
41.91786,-87.66892
41.91797,-87.64368
41.91822,-87.65694
41.91827,-87.63812
41.91844,-87.65222
41.91855,-87.69723
41.91994,-87.64883
41.92008,-87.67786
41.92020,-87.69303
41.92100,-87.66326
41.92153,-87.70732
41.92169,-87.65371
41.92175,-87.64401
41.92197,-87.63854
41.92270,-87.69715
41.92533,-87.66580
41.92556,-87.65840
41.92560,-87.65371
